Source,Voltage,Current,Power (Watts)
Inv1-S3-Module1 11-4-2022 11-42 AM (GMT+5),5.10,17.77,90.7
,6.57,17.75,116.7
,7.49,17.73,132.9
,8.38,17.72,148.5
,9.27,17.72,164.2
,10.22,17.71,181.0
,11.07,17.71,196.1
,11.96,17.70,211.8
,12.85,17.70,227.4
,13.77,17.69,243.6
,14.63,17.68,258.6
,15.54,17.67,274.6
,16.40,17.65,289.5
,17.29,17.61,304.5
,18.18,17.58,319.6
,19.10,17.55,335.2
,19.95,17.54,349.9
,20.78,17.52,364.0
,21.67,17.50,379.2
,22.49,17.47,392.9
,23.23,17.33,402.5
,23.99,17.10,410.1
,24.69,16.79,414.5
,25.36,16.40,415.9
,25.93,15.95,413.5
,26.53,15.42,409.1
,27.05,14.84,401.3
,27.59,14.21,392.1
,28.01,13.56,379.9
,28.43,12.90,366.6
,28.81,12.22,352.1
,29.17,11.56,337.1
,29.53,10.90,321.8
,29.83,10.26,306.1
,30.06,9.64,289.9
,30.39,9.05,275.0
,30.60,8.49,259.8
,30.83,7.96,245.3
,31.01,7.45,231.2
,31.25,6.98,218.0
,31.39,6.53,205.0
,31.54,6.11,192.6
,31.66,5.72,180.9
,31.80,5.35,170.1
,32.01,5.01,160.3
,32.07,4.69,150.3
,32.16,4.39,141.1
,32.28,4.11,132.8
,32.36,3.86,124.9
,32.45,3.62,117.5
,32.57,3.39,110.5
,32.60,3.19,103.9
,32.66,2.99,97.7
,32.75,2.81,92.1
,32.80,2.65,86.9
,32.89,2.49,82.0
,32.89,2.35,77.2
,32.98,2.21,72.8
,32.98,2.08,68.7
,33.01,1.96,64.9
,33.07,1.85,61.2
,33.10,1.75,57.9
,33.13,1.65,54.8
,33.22,1.56,51.7
,33.18,1.48,49.0
,33.21,1.39,46.2
,33.24,1.32,43.7
,33.27,1.24,41.4
,33.27,1.18,39.2
,33.33,1.11,37.1
,33.36,1.05,35.1
,33.36,1.00,33.3
,33.36,0.94,31.5
,33.36,0.89,29.8
,33.39,0.84,28.2
,33.45,0.80,26.7
,33.42,0.76,25.3
,33.45,0.72,24.1
,33.45,0.68,22.7
,33.48,0.65,21.7
,33.48,0.61,20.5
,33.45,0.58,19.4
,33.51,0.55,18.4
,33.54,0.52,17.5
,33.54,0.49,16.6
,33.48,0.47,15.7
,33.57,0.45,15.0
,33.51,0.43,14.2
,33.54,0.40,13.4
,33.57,0.38,12.7
,33.54,0.36,12.0
,33.57,0.34,11.4
,33.63,0.31,10.5
,33.57,0.30,10.1
,33.60,0.29,9.7
,33.60,0.28,9.3
,33.56,0.27,8.9
,33.63,0.25,8.5
,33.56,0.24,8.1
,33.63,0.23,7.8
,,,
Inv1-S3-Module10 11-4-2022 11-50 AM (GMT+5).csv,5.43,17.11,92.9
,6.90,17.10,118.0
,7.85,17.10,134.2
,8.71,17.09,148.8
,9.63,17.09,164.5
,10.55,17.09,180.2
,11.49,17.08,196.3
,12.32,17.08,210.4
,13.30,17.07,227.1
,14.16,17.07,241.6
,15.05,17.06,256.6
,15.96,17.05,272.2
,16.88,17.04,287.8
,17.77,17.04,302.8
,18.66,17.03,317.9
,19.55,17.02,332.7
,20.40,17.01,347.1
,21.29,16.99,361.8
,22.18,16.95,375.9
,22.97,16.86,387.3
,23.80,16.69,397.3
,24.53,16.46,403.8
,25.23,16.16,407.7
,25.87,15.78,408.2
,26.53,15.32,406.5
,27.14,14.79,401.5
,27.68,14.21,393.3
,28.13,13.59,382.3
,28.58,12.94,369.7
,29.00,12.27,355.8
,29.42,11.60,341.2
,29.77,10.93,325.6
,30.07,10.29,309.4
,30.40,9.66,293.6
,30.70,9.05,277.7
,30.96,8.47,262.4
,31.17,7.92,246.9
,31.38,7.40,232.3
,31.58,6.91,218.4
,31.76,6.46,205.1
,31.94,6.03,192.5
,32.05,5.62,180.2
,32.20,5.25,169.0
,32.35,4.90,158.5
,32.44,4.58,148.5
,32.55,4.27,139.1
,32.67,3.99,130.5
,32.82,3.74,122.8
,32.85,3.50,114.9
,32.91,3.27,107.6
,32.99,3.07,101.3
,33.05,2.87,95.0
,33.11,2.69,89.2
,33.20,2.53,84.0
,33.26,2.38,79.0
,33.29,2.23,74.3
,33.35,2.10,70.0
,33.41,1.97,65.9
,33.41,1.86,62.1
,33.50,1.75,58.6
,33.46,1.65,55.2
,33.52,1.56,52.2
,33.52,1.46,49.0
,33.58,1.38,46.3
,33.61,1.30,43.8
,33.67,1.23,41.3
,33.70,1.16,39.1
,33.73,1.09,36.8
,33.70,1.03,34.8
,33.76,0.97,32.8
,33.76,0.92,31.0
,33.76,0.87,29.3
,33.82,0.82,27.7
,33.82,0.77,26.2
,33.82,0.73,24.7
,33.79,0.70,23.5
,33.85,0.65,22.2
,33.82,0.62,21.0
,33.85,0.58,19.8
,33.91,0.55,18.8
,33.84,0.53,17.8
,33.87,0.50,16.8
,33.90,0.47,16.1
,33.93,0.44,15.0
,33.93,0.42,14.3
,33.93,0.40,13.5
,33.90,0.38,12.8
,33.93,0.36,12.1
,33.93,0.33,11.4
,33.93,0.31,10.6
,33.93,0.30,10.1
,33.93,0.28,9.5
,33.96,0.27,9.2
,33.96,0.26,8.8
,33.99,0.25,8.4
,33.99,0.24,8.0
,33.96,0.22,7.6
,33.96,0.22,7.3
,33.96,0.20,6.8
,33.96,0.18,6.2
,,,
Inv1-S3-Module11 11-4-2022 11-50 AM (GMT+5).csv,5.84,17.53,102.3
,7.24,17.50,126.8
,8.13,17.49,142.2
,9.05,17.49,158.3
,9.97,17.49,174.3
,10.89,17.48,190.3
,11.78,17.48,205.8
,12.72,17.47,222.3
,13.61,17.47,237.8
,14.50,17.46,253.2
,15.42,17.45,269.1
,16.34,17.44,285.0
,17.20,17.44,299.8
,18.17,17.42,316.6
,19.03,17.40,331.2
,19.95,17.39,346.9
,20.84,17.37,362.0
,21.73,17.36,377.1
,22.61,17.34,392.1
,23.38,17.25,403.2
,24.17,17.07,412.6
,24.93,16.82,419.4
,25.60,16.49,422.2
,26.30,16.09,423.2
,26.87,15.60,419.4
,27.48,15.05,413.6
,27.99,14.45,404.4
,28.50,13.80,393.4
,28.95,13.13,380.2
,29.37,12.45,365.6
,29.73,11.77,349.8
,30.14,11.09,334.4
,30.44,10.43,317.5
,30.71,9.79,300.7
,31.00,9.18,284.5
,31.24,8.59,268.4
,31.51,8.03,253.2
,31.68,7.51,237.9
,31.86,7.02,223.6
,32.07,6.55,210.1
,32.24,6.12,197.3
,32.42,5.71,185.1
,32.54,5.33,173.5
,32.66,4.98,162.6
,32.80,4.65,152.6
,32.89,4.35,143.0
,32.98,4.06,134.1
,33.07,3.80,125.7
,33.15,3.55,117.9
,33.24,3.33,110.8
,33.33,3.12,104.0
,33.39,2.92,97.6
,33.45,2.74,91.7
,33.54,2.58,86.5
,33.54,2.42,81.2
,33.60,2.28,76.5
,33.65,2.14,72.0
,33.71,2.01,67.9
,33.71,1.90,64.0
,33.77,1.79,60.4
,33.83,1.68,56.9
,33.86,1.58,53.6
,33.89,1.49,50.6
,33.89,1.41,47.8
,33.92,1.33,45.1
,33.98,1.26,42.7
,34.01,1.18,40.2
,33.95,1.12,37.9
,34.01,1.06,35.9
,34.00,1.00,34.0
,34.06,0.95,32.2
,34.09,0.89,30.4
,34.06,0.84,28.7
,34.12,0.80,27.2
,34.09,0.75,25.6
,34.12,0.71,24.3
,34.18,0.67,22.9
,34.15,0.64,21.9
,34.18,0.60,20.6
,34.21,0.57,19.5
,34.18,0.54,18.5
,34.21,0.51,17.6
,34.21,0.49,16.6
,34.24,0.46,15.7
,34.21,0.44,15.0
,34.24,0.41,14.1
,34.24,0.39,13.3
,34.24,0.37,12.6
,34.24,0.35,11.9
,34.27,0.32,11.1
,34.27,0.31,10.5
,34.27,0.29,10.1
,34.27,0.28,9.5
,34.24,0.27,9.1
,34.30,0.25,8.7
,34.30,0.24,8.3
,34.30,0.23,7.9
,34.30,0.22,7.6
,34.30,0.21,7.1
,34.27,0.19,6.6
,,,
Inv1-S3-Module12 11-4-2022 11-50 AM (GMT+5).csv,5.43,17.02,92.5
,6.90,17.00,117.3
,7.82,16.99,132.8
,8.64,16.98,146.8
,9.56,16.98,162.4
,10.48,16.97,177.9
,11.40,16.97,193.5
,12.26,16.96,207.9
,13.15,16.96,223.0
,14.06,16.95,238.5
,14.98,16.95,254.0
,15.90,16.94,269.4
,16.76,16.94,283.9
,17.65,16.94,298.9
,18.57,16.93,314.3
,19.42,16.93,328.8
,20.31,16.92,343.7
,21.17,16.91,357.9
,22.06,16.87,372.2
,22.85,16.80,383.9
,23.64,16.64,393.5
,24.41,16.42,400.8
,25.11,16.12,404.7
,25.77,15.74,405.8
,26.41,15.28,403.6
,26.95,14.76,397.9
,27.53,14.18,390.3
,27.98,13.55,379.2
,28.49,12.91,367.7
,28.91,12.24,353.7
,29.23,11.57,338.3
,29.62,10.91,323.1
,29.95,10.26,307.1
,30.25,9.63,291.3
,30.48,9.03,275.1
,30.78,8.45,260.0
,31.02,7.90,245.1
,31.25,7.38,230.8
,31.46,6.90,217.0
,31.61,6.44,203.6
,31.78,6.01,191.1
,31.93,5.61,179.1
,32.05,5.24,167.9
,32.20,4.89,157.5
,32.28,4.57,147.5
,32.43,4.27,138.4
,32.52,3.99,129.8
,32.61,3.73,121.7
,32.73,3.49,114.2
,32.78,3.27,107.1
,32.84,3.06,100.5
,32.96,2.87,94.6
,32.99,2.69,88.9
,33.05,2.53,83.5
,33.11,2.37,78.5
,33.17,2.23,74.0
,33.19,2.10,69.6
,33.25,1.97,65.7
,33.31,1.85,61.8
,33.31,1.75,58.3
,33.34,1.65,55.0
,33.40,1.55,51.8
,33.46,1.46,48.9
,33.46,1.38,46.1
,33.49,1.30,43.5
,33.52,1.22,41.0
,33.52,1.16,38.8
,33.55,1.09,36.6
,33.55,1.03,34.5
,33.58,0.97,32.6
,33.61,0.92,30.8
,33.64,0.87,29.1
,33.60,0.82,27.5
,33.66,0.78,26.1
,33.66,0.73,24.6
,33.63,0.70,23.4
,33.69,0.66,22.1
,33.72,0.62,20.9
,33.72,0.58,19.7
,33.72,0.56,18.8
,33.72,0.52,17.7
,33.75,0.50,16.8
,33.72,0.47,15.9
,33.72,0.45,15.1
,33.75,0.42,14.2
,33.78,0.40,13.4
,33.78,0.38,12.7
,33.78,0.36,12.0
,33.75,0.33,11.2
,33.81,0.31,10.6
,33.78,0.30,10.0
,33.81,0.28,9.6
,33.81,0.27,9.1
,33.84,0.26,8.8
,33.78,0.25,8.3
,33.81,0.24,8.0
,33.81,0.23,7.6
,33.81,0.21,7.2
,33.87,0.20,6.7
,33.84,0.18,6.2
,,,
Inv1-S3-Module13 11-4-2022 11-51 AM (GMT+5).csv,5.84,17.57,102.6
,7.28,17.54,127.6
,8.16,17.53,143.1
,9.08,17.51,159.0
,10.00,17.49,174.9
,10.89,17.48,190.3
,11.84,17.47,206.8
,12.72,17.46,222.2
,13.64,17.46,238.2
,14.53,17.45,253.5
,15.45,17.43,269.3
,16.31,17.41,284.0
,17.19,17.37,298.7
,18.11,17.32,313.7
,19.00,17.27,328.1
,19.83,17.23,341.5
,20.71,17.20,356.2
,21.60,17.18,371.1
,22.46,17.16,385.4
,23.35,17.14,400.1
,24.11,17.06,411.3
,24.87,16.86,419.4
,25.60,16.55,423.8
,26.24,16.15,423.7
,26.84,15.66,420.4
,27.45,15.11,414.8
,27.93,14.51,405.3
,28.41,13.87,394.1
,28.86,13.20,380.9
,29.31,12.52,366.9
,29.67,11.84,351.2
,30.02,11.16,335.1
,30.35,10.50,318.8
,30.71,9.86,302.8
,30.91,9.25,285.9
,31.21,8.66,270.3
,31.42,8.10,254.6
,31.62,7.58,239.6
,31.83,7.08,225.4
,32.01,6.61,211.7
,32.15,6.18,198.7
,32.33,5.77,186.6
,32.51,5.39,175.2
,32.56,5.03,163.9
,32.71,4.71,153.9
,32.86,4.40,144.6
,32.95,4.11,135.5
,33.07,3.85,127.3
,33.12,3.60,119.4
,33.24,3.37,112.1
,33.27,3.16,105.1
,33.36,2.97,99.0
,33.42,2.78,93.0
,33.48,2.61,87.5
,33.51,2.46,82.3
,33.56,2.31,77.5
,33.65,2.17,73.1
,33.71,2.04,68.9
,33.74,1.92,64.9
,33.77,1.82,61.3
,33.77,1.71,57.7
,33.83,1.61,54.5
,33.83,1.52,51.5
,33.86,1.43,48.5
,33.86,1.35,45.7
,33.92,1.28,43.4
,33.98,1.21,40.9
,33.98,1.14,38.6
,34.01,1.08,36.6
,34.00,1.02,34.5
,34.00,0.96,32.6
,34.06,0.91,31.0
,34.03,0.86,29.1
,34.06,0.81,27.5
,34.09,0.77,26.1
,34.15,0.73,24.8
,34.15,0.69,23.4
,34.12,0.65,22.2
,34.15,0.62,21.1
,34.18,0.58,20.0
,34.15,0.55,18.8
,34.18,0.52,17.8
,34.18,0.50,16.9
,34.18,0.47,16.1
,34.18,0.44,15.2
,34.21,0.42,14.4
,34.24,0.40,13.7
,34.18,0.38,12.9
,34.24,0.36,12.2
,34.24,0.33,11.5
,34.27,0.31,10.7
,34.27,0.30,10.2
,34.24,0.28,9.7
,34.24,0.27,9.3
,34.27,0.26,8.8
,34.30,0.25,8.5
,34.27,0.24,8.1
,34.27,0.23,7.8
,34.30,0.22,7.5
,34.27,0.20,7.0
,,,
Inv1-S3-Module14 11-4-2022 11-51 AM (GMT+5).csv,5.78,17.81,102.9
,7.25,17.80,129.0
,8.14,17.78,144.7
,9.02,17.77,160.4
,9.94,17.75,176.5
,10.83,17.74,192.1
,11.72,17.72,207.7
,12.61,17.71,223.3
,13.49,17.70,238.9
,14.38,17.69,254.4
,15.27,17.68,270.0
,16.13,17.67,285.0
,17.01,17.67,300.6
,17.90,17.65,316.0
,18.82,17.64,332.0
,19.71,17.63,347.5
,20.54,17.62,361.9
,21.45,17.60,377.5
,22.31,17.57,392.1
,23.04,17.47,402.5
,23.84,17.26,411.5
,24.54,16.99,416.9
,25.21,16.64,419.3
,25.84,16.20,418.8
,26.48,15.70,415.6
,26.99,15.13,408.3
,27.50,14.52,399.3
,27.95,13.87,387.7
,28.40,13.20,374.8
,28.82,12.52,360.9
,29.18,11.85,345.6
,29.53,11.18,330.1
,29.83,10.52,313.9
,30.16,9.89,298.4
,30.42,9.29,282.8
,30.66,8.72,267.2
,30.90,8.17,252.3
,31.10,7.65,237.9
,31.31,7.16,224.1
,31.49,6.70,211.0
,31.60,6.27,198.1
,31.75,5.87,186.3
,31.90,5.49,175.0
,32.01,5.13,164.3
,32.13,4.80,154.4
,32.28,4.50,145.3
,32.34,4.21,136.3
,32.49,3.95,128.3
,32.58,3.70,120.7
,32.66,3.48,113.5
,32.69,3.26,106.5
,32.78,3.06,100.4
,32.84,2.88,94.6
,32.90,2.71,89.1
,32.96,2.55,84.0
,33.02,2.40,79.2
,33.04,2.26,74.7
,33.10,2.13,70.4
,33.13,2.01,66.5
,33.19,1.89,62.9
,33.19,1.79,59.4
,33.22,1.69,56.0
,33.28,1.59,53.0
,33.31,1.51,50.3
,33.37,1.42,47.5
,33.37,1.34,44.9
,33.37,1.27,42.4
,33.43,1.20,40.2
,33.42,1.14,38.0
,33.45,1.08,36.0
,33.48,1.02,34.1
,33.51,0.96,32.3
,33.51,0.91,30.5
,33.51,0.86,28.8
,33.57,0.82,27.5
,33.54,0.78,26.0
,33.54,0.74,24.7
,33.57,0.70,23.3
,33.57,0.66,22.2
,33.60,0.62,21.0
,33.63,0.59,20.0
,33.60,0.56,18.9
,33.63,0.53,18.0
,33.66,0.51,17.1
,33.66,0.48,16.3
,33.69,0.46,15.3
,33.69,0.43,14.6
,33.69,0.41,13.8
,33.66,0.39,13.1
,33.69,0.37,12.5
,33.69,0.35,11.7
,33.69,0.33,11.1
,33.69,0.31,10.5
,33.72,0.29,9.9
,33.69,0.28,9.5
,33.72,0.27,9.0
,33.69,0.26,8.7
,33.69,0.25,8.4
,33.72,0.23,7.9
,33.75,0.23,7.6
,,,
Inv1-S3-Module15 11-4-2022 11-52 AM (GMT+5).csv,6.06,18.09,109.6
,7.50,18.05,135.3
,8.42,18.04,151.9
,9.30,18.04,167.8
,10.25,18.03,184.9
,11.11,18.03,200.3
,12.06,18.02,217.3
,12.95,18.01,233.2
,13.84,18.01,249.2
,14.75,18.01,265.7
,15.67,18.00,282.1
,16.56,18.00,298.1
,17.42,17.99,313.4
,18.37,17.98,330.3
,19.22,17.98,345.6
,20.11,17.97,361.4
,20.97,17.95,376.4
,21.89,17.93,392.4
,22.68,17.86,405.2
,23.45,17.69,414.7
,24.18,17.45,421.9
,24.88,17.14,426.4
,25.54,16.75,427.8
,26.21,16.28,426.7
,26.75,15.75,421.4
,27.36,15.16,414.7
,27.81,14.53,404.0
,28.26,13.87,392.0
,28.68,13.19,378.3
,29.12,12.51,364.4
,29.48,11.83,348.8
,29.78,11.17,332.5
,30.11,10.52,316.7
,30.37,9.89,300.5
,30.67,9.29,285.0
,30.91,8.72,269.4
,31.14,8.17,254.5
,31.38,7.66,240.2
,31.56,7.17,226.3
,31.70,6.71,212.8
,31.88,6.28,200.3
,32.06,5.88,188.4
,32.17,5.50,177.1
,32.29,5.15,166.4
,32.41,4.83,156.4
,32.56,4.52,147.2
,32.61,4.24,138.2
,32.76,3.97,130.1
,32.82,3.73,122.3
,32.91,3.49,115.0
,32.97,3.28,108.3
,33.06,3.09,102.0
,33.08,2.90,95.9
,33.14,2.73,90.5
,33.20,2.57,85.2
,33.26,2.42,80.5
,33.32,2.28,75.9
,33.35,2.15,71.6
,33.44,2.03,67.7
,33.47,1.91,63.9
,33.47,1.81,60.5
,33.53,1.71,57.2
,33.55,1.61,54.1
,33.55,1.52,51.1
,33.61,1.44,48.3
,33.67,1.36,45.8
,33.67,1.29,43.4
,33.70,1.22,41.0
,33.67,1.15,38.7
,33.70,1.09,36.7
,33.70,1.04,34.9
,33.76,0.98,33.0
,33.76,0.93,31.3
,33.79,0.87,29.6
,33.82,0.83,28.1
,33.82,0.79,26.6
,33.82,0.75,25.3
,33.82,0.71,23.9
,33.85,0.67,22.7
,33.88,0.64,21.6
,33.85,0.60,20.5
,33.88,0.57,19.4
,33.94,0.54,18.4
,33.94,0.52,17.5
,33.87,0.49,16.7
,33.90,0.46,15.7
,33.93,0.44,15.0
,33.93,0.42,14.2
,33.93,0.40,13.5
,33.96,0.38,12.8
,33.93,0.35,12.0
,33.96,0.33,11.4
,33.99,0.31,10.7
,33.96,0.30,10.2
,33.99,0.29,9.8
,33.99,0.27,9.2
,33.96,0.26,8.9
,33.99,0.25,8.6
,33.99,0.24,8.2
,33.99,0.23,7.7
,,,
Inv1-S3-Module16 11-4-2022 11-52 AM (GMT+5).csv,5.90,18.02,106.4
,7.44,17.99,133.8
,8.32,17.99,149.8
,9.27,17.99,166.8
,10.16,17.98,182.7
,11.08,17.97,199.1
,12.00,17.96,215.5
,12.89,17.96,231.4
,13.80,17.95,247.7
,14.69,17.95,263.7
,15.52,17.94,278.4
,16.44,17.93,294.7
,17.36,17.91,310.9
,18.27,17.90,327.2
,19.19,17.88,343.2
,20.02,17.88,357.8
,20.91,17.86,373.3
,21.76,17.83,388.1
,22.59,17.78,401.6
,23.41,17.60,412.0
,24.14,17.36,419.1
,24.84,17.04,423.3
,25.48,16.64,424.1
,26.15,16.17,422.8
,26.69,15.63,417.2
,27.23,15.04,409.6
,27.71,14.41,399.3
,28.16,13.75,387.1
,28.64,13.07,374.3
,29.00,12.39,359.2
,29.33,11.71,343.6
,29.65,11.05,327.8
,29.98,10.41,312.1
,30.31,9.79,296.8
,30.58,9.20,281.2
,30.81,8.63,265.9
,31.05,8.09,251.2
,31.22,7.58,236.7
,31.46,7.10,223.4
,31.58,6.65,210.1
,31.82,6.23,198.1
,31.90,5.83,186.0
,32.08,5.46,175.1
,32.20,5.11,164.6
,32.32,4.79,154.7
,32.43,4.49,145.6
,32.55,4.21,137.0
,32.58,3.95,128.6
,32.76,3.70,121.3
,32.82,3.48,114.1
,32.87,3.26,107.3
,32.90,3.07,101.1
,33.02,2.88,95.2
,33.08,2.72,89.9
,33.14,2.56,84.9
,33.14,2.41,79.9
,33.20,2.27,75.4
,33.26,2.14,71.3
,33.32,2.02,67.4
,33.34,1.91,63.6
,33.40,1.80,60.2
,33.37,1.70,56.9
,33.46,1.61,53.9
,33.49,1.52,51.0
,33.52,1.44,48.2
,33.55,1.36,45.6
,33.55,1.29,43.2
,33.58,1.22,40.9
,33.55,1.15,38.7
,33.64,1.09,36.7
,33.61,1.03,34.7
,33.67,0.98,33.0
,33.67,0.93,31.1
,33.70,0.88,29.5
,33.70,0.83,28.0
,33.76,0.79,26.7
,33.73,0.75,25.2
,33.76,0.71,23.9
,33.72,0.67,22.6
,33.75,0.64,21.6
,33.78,0.60,20.4
,33.78,0.57,19.4
,33.78,0.54,18.4
,33.78,0.52,17.5
,33.81,0.50,16.8
,33.81,0.47,15.9
,33.81,0.45,15.1
,33.87,0.42,14.3
,33.81,0.40,13.5
,33.84,0.38,12.8
,33.87,0.36,12.2
,33.84,0.34,11.5
,33.87,0.32,10.7
,33.87,0.30,10.3
,33.87,0.29,9.8
,33.90,0.27,9.3
,33.87,0.26,8.9
,33.87,0.25,8.5
,33.90,0.24,8.2
,33.90,0.23,7.8
,,,
Inv1-S3-Module17 11-4-2022 11-39 AM (GMT+5).csv,5.40,17.27,93.3
,6.81,17.24,117.4
,7.76,17.23,133.7
,8.65,17.22,148.9
,9.51,17.21,163.6
,10.42,17.20,179.3
,11.31,17.20,194.5
,12.23,17.19,210.2
,13.18,17.18,226.5
,14.04,17.18,241.1
,14.96,17.17,256.8
,15.87,17.17,272.5
,16.70,17.15,286.5
,17.59,17.14,301.5
,18.54,17.14,317.7
,19.40,17.13,332.3
,20.25,17.13,346.8
,21.20,17.11,362.8
,22.06,17.09,377.0
,22.85,17.05,389.7
,23.65,16.92,400.2
,24.41,16.67,406.9
,25.08,16.34,409.8
,25.78,15.94,411.0
,26.35,15.47,407.6
,26.96,14.92,402.3
,27.47,14.33,393.6
,27.92,13.70,382.4
,28.40,13.04,370.3
,28.85,12.37,356.9
,29.24,11.70,342.1
,29.56,11.04,326.4
,29.92,10.39,310.8
,30.22,9.76,294.9
,30.48,9.15,279.0
,30.72,8.57,263.3
,30.99,8.02,248.7
,31.19,7.50,234.1
,31.43,7.01,220.4
,31.58,6.56,207.0
,31.72,6.12,194.2
,31.87,5.72,182.2
,31.99,5.34,170.8
,32.17,4.99,160.4
,32.28,4.66,150.4
,32.40,4.36,141.2
,32.52,4.07,132.4
,32.58,3.81,124.2
,32.67,3.57,116.5
,32.78,3.34,109.6
,32.84,3.13,102.9
,32.90,2.93,96.5
,33.02,2.75,91.0
,33.05,2.59,85.5
,33.05,2.43,80.3
,33.11,2.29,75.7
,33.20,2.15,71.4
,33.22,2.02,67.2
,33.25,1.90,63.3
,33.31,1.79,59.7
,33.34,1.69,56.3
,33.34,1.59,53.0
,33.43,1.50,50.1
,33.46,1.41,47.3
,33.49,1.33,44.7
,33.52,1.26,42.2
,33.52,1.19,39.9
,33.55,1.12,37.6
,33.58,1.06,35.5
,33.58,1.00,33.5
,33.58,0.94,31.7
,33.60,0.89,30.0
,33.60,0.84,28.2
,33.63,0.80,26.8
,33.66,0.75,25.4
,33.69,0.71,24.0
,33.66,0.68,22.7
,33.72,0.64,21.6
,33.72,0.60,20.4
,33.72,0.57,19.3
,33.69,0.54,18.2
,33.72,0.51,17.3
,33.72,0.49,16.4
,33.75,0.46,15.6
,33.75,0.44,14.7
,33.78,0.41,14.0
,33.78,0.39,13.1
,33.81,0.37,12.5
,33.81,0.35,11.7
,33.78,0.32,11.0
,33.78,0.31,10.4
,33.78,0.29,9.9
,33.81,0.28,9.4
,33.81,0.26,8.9
,33.81,0.25,8.5
,33.84,0.24,8.2
,33.81,0.23,7.9
,33.87,0.22,7.4
,33.81,0.21,7.0
,33.81,0.19,6.4
,,,
Inv1-S3-Module18 11-4-2022 11-38 AM (GMT+5).csv,5.44,17.63,95.9
,6.82,17.61,120.1
,7.80,17.60,137.2
,8.62,17.59,151.7
,9.51,17.59,167.3
,10.43,17.57,183.3
,11.29,17.57,198.3
,12.18,17.56,213.8
,13.06,17.55,229.3
,13.95,17.54,244.7
,14.81,17.53,259.5
,15.70,17.51,274.8
,16.58,17.50,290.2
,17.41,17.48,304.4
,18.33,17.47,320.2
,19.19,17.45,334.9
,20.01,17.44,349.1
,20.93,17.42,364.7
,21.76,17.39,378.4
,22.52,17.29,389.5
,23.22,17.09,396.9
,23.92,16.82,402.3
,24.65,16.46,405.8
,25.26,16.03,404.9
,25.83,15.54,401.3
,26.41,14.98,395.5
,26.92,14.38,387.0
,27.37,13.75,376.3
,27.76,13.10,363.5
,28.17,12.44,350.4
,28.56,11.78,336.4
,28.89,11.13,321.4
,29.22,10.49,306.5
,29.51,9.87,291.4
,29.81,9.28,276.7
,30.05,8.72,262.0
,30.25,8.18,247.4
,30.49,7.67,233.8
,30.70,7.19,220.6
,30.88,6.73,207.8
,31.02,6.30,195.6
,31.17,5.90,184.0
,31.35,5.53,173.3
,31.46,5.18,162.9
,31.58,4.85,153.3
,31.64,4.55,143.8
,31.79,4.26,135.6
,31.91,4.00,127.6
,31.96,3.75,119.9
,32.05,3.52,112.9
,32.11,3.31,106.2
,32.20,3.11,100.1
,32.26,2.92,94.3
,32.32,2.75,88.9
,32.37,2.59,83.9
,32.43,2.44,79.0
,32.46,2.30,74.7
,32.52,2.17,70.5
,32.55,2.05,66.6
,32.58,1.93,62.8
,32.64,1.82,59.4
,32.64,1.72,56.2
,32.73,1.62,53.2
,32.79,1.54,50.4
,32.82,1.45,47.6
,32.79,1.37,45.0
,32.85,1.30,42.6
,32.84,1.23,40.4
,32.87,1.16,38.2
,32.90,1.10,36.1
,32.96,1.04,34.2
,32.93,0.98,32.4
,32.96,0.93,30.6
,32.99,0.88,29.2
,32.99,0.83,27.5
,33.02,0.79,26.2
,32.99,0.75,24.7
,33.02,0.71,23.5
,33.02,0.68,22.4
,33.05,0.64,21.2
,33.05,0.61,20.0
,33.08,0.58,19.1
,33.08,0.55,18.1
,33.11,0.52,17.1
,33.11,0.50,16.4
,33.11,0.47,15.5
,33.11,0.44,14.7
,33.17,0.42,13.8
,33.14,0.40,13.3
,33.14,0.38,12.5
,33.14,0.35,11.8
,33.11,0.34,11.1
,33.17,0.31,10.4
,33.20,0.30,10.0
,33.20,0.29,9.6
,33.20,0.27,9.1
,33.17,0.26,8.8
,33.17,0.25,8.4
,33.20,0.24,8.0
,33.20,0.23,7.6
,,,
Inv1-S3-Module19 11-4-2022 11-40 AM (GMT+5).csv,5.53,17.53,96.9
,6.91,17.47,120.7
,7.86,17.45,137.1
,8.74,17.45,152.5
,9.66,17.44,168.5
,10.55,17.43,183.9
,11.41,17.43,198.8
,12.33,17.43,214.8
,13.21,17.43,230.3
,14.07,17.42,245.1
,14.96,17.42,260.6
,15.88,17.42,276.5
,16.67,17.41,290.3
,17.59,17.40,306.0
,18.45,17.38,320.6
,19.31,17.35,334.9
,20.19,17.32,349.7
,21.08,17.29,364.6
,21.88,17.26,377.6
,22.73,17.18,390.7
,23.44,17.01,398.7
,24.17,16.74,404.6
,24.87,16.40,407.8
,25.47,15.99,407.3
,26.05,15.51,403.9
,26.68,14.97,399.3
,27.16,14.37,390.3
,27.61,13.75,379.6
,28.09,13.10,367.9
,28.48,12.44,354.2
,28.84,11.78,339.6
,29.23,11.12,325.0
,29.52,10.48,309.5
,29.79,9.86,293.7
,30.06,9.27,278.5
,30.35,8.69,263.9
,30.56,8.15,249.1
,30.80,7.64,235.2
,30.97,7.15,221.3
,31.18,6.69,208.7
,31.39,6.26,196.5
,31.51,5.86,184.5
,31.65,5.48,173.5
